reference;periode;type_document;parties;description_contenu;depose_par;date_depot;date_execution;criticite;montant;droit_ubi_paye;statut;source_registre
PR-IV-536-007;archives;Contrat de protection;Arthas ↔ Il-Irion;Protection de témoins militaires avant effacement d'un dépôt d'armes non déclaré;;536-V-27;536-X-18;IV;14'300 couronnes;286 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
DE-IV-536-008;archives;Contrat de dette;Il-Irion ↔ Sfaal;Avance bancaire dissimulée pour solder une rançon militaire et éviter la publication d'ordres contradictoires;;536-VII-03;536-XI-23;IV;19'050 couronnes;381 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
SE-I-536-001;archives;Contrat de service;Il-Irion ↔ Palyr;Formation de commis aux poids, mesures et comptes de quai;;536-X-16;536-XI-08;I;8'050 couronnes;161 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-II-536-004;archives;Contrat commercial;Ther-Félis ↔ Arthas;Vente de lingots d'argent gris, grenaille d'étain pur et plaques de cuivre rouge;;536-XI-02;536-XII-03;II;11'950 couronnes;239 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-II-537-003;archives;Contrat commercial;Sfaal ↔ Il-Irion;Transport assuré de tableaux, statuettes votives et cadres dorés;;537-I-07;537-II-09;II;12'200 couronnes;244 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-I-537-001;archives;Contrat commercial;Arthas ↔ Il-Irion;Vente de vin de table, vinaigre et tonnelets de lies;;537-III-01;537-VI-21;I;9'200 couronnes;184 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
MN-IV-537-006;archives;Contrat de mandat;Il-Irion ↔ Arthas;Mandat secret donné à un prête-nom pour acheter vivres, étoffes et poudres au bénéfice d'une troupe non déclarée;;537-IV-21;537-IX-03;IV;16'100 couronnes;322 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-537-008;archives;Contrat de prêt bancaire;UBI ↔ Il-Irion;Prêt bancaire pour avance d'exécution liée au contrat MN-IV-537-006 : mandat secret donné à un prête-nom pour acheter vivres, étoffes et poudres au bénéfice d'une troupe non déclarée;;537-IV-21;537-IX-03;IV;8'050 couronnes;322 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
EP-IV-537-004;archives;Contrat d'exploitation;Ther-Félis ↔ Sfaal;Extraction discrète de minerai noir, utile aux plaques d'armure et aux poudres de scellement interdites;;537-VII-25;537-X-25;IV;20'000 couronnes;400 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
DF-IV-537-005;archives;Contrat de défense;Il-Irion ↔ Arthas;Transfert secret de lames de siège, ressorts d'arbalètes lourdes et plans de tour mobile vers un relais proche de la Styrgie;;537-VII-26;537-XI-20;IV;12'800 couronnes;256 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-537-009;archives;Contrat de prêt bancaire;UBI ↔ Il-Irion;Prêt bancaire pour avance d'exécution liée au contrat DF-IV-537-005 : transfert secret de lames de siège, ressorts d'arbalètes lourdes et plans de tour mobile vers un relais proche de la Styrgie;;537-VII-26;537-XI-20;IV;6'400 couronnes;256 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
DF-IV-537-007;archives;Contrat de défense;Sfaal ↔ Palyr;Transfert secret de lames de siège, ressorts d'arbalètes lourdes et plans de tour mobile vers un relais proche de la Styrgie;;537-VIII-22;537-XII-24;IV;15'050 couronnes;301 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PAR-I-537-010;archives;Paraphe de routes;Cinq cités confédérées;Constat des propriétés contractuelles des treize lignes marchandes après la vingt-huitième régate;;537-XII-01;537-XII-01;I;0 couronne;50 couronnes;Enregistré, classé;registre_UBI_Contrats_archives.md
TR-IV-538-004;archives;Contrat de transport;Il-Irion ↔ Arthas;Transport sans pavillon de coffres, cartes côtières et lingots destinés à un port aquiléen;;538-V-16;538-IX-17;IV;13'150 couronnes;263 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
DF-IV-538-003;archives;Contrat de défense;Arthas ↔ Sfaal;Transfert secret de lames de siège, ressorts d'arbalètes lourdes et plans de tour mobile vers un relais proche de la Styrgie;;538-VI-23;538-IX-08;IV;18'700 couronnes;374 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-538-006;archives;Contrat de prêt bancaire;UBI ↔ Arthas;Prêt bancaire pour avance d'exécution liée au contrat DF-IV-538-003 : transfert secret de lames de siège, ressorts d'arbalètes lourdes et plans de tour mobile vers un relais proche de la Styrgie;;538-VI-23;538-IX-08;IV;9'350 couronnes;374 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
EX-IV-538-001;archives;Contrat d'exclusivité;Ther-Félis ↔ Arthas;Réservation de matrices de sceaux consulaires, poinçons de douane et clefs de coffres de transit;;538-VII-28;538-IX-30;IV;15'450 couronnes;309 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-538-007;archives;Contrat de prêt bancaire;UBI ↔ Ther-Félis;Prêt bancaire pour avance d'exécution liée au contrat EX-IV-538-001 : réservation de matrices de sceaux consulaires, poinçons de douane et clefs de coffres de transit;;538-VII-28;538-IX-30;IV;7'725 couronnes;309 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
AL-IV-538-002;archives;Contrat d'alliance;Arthas ↔ Ther-Félis;Alliance industrielle pour produire des pièces de baliste sous couvert de réparation navale;;538-XI-09;539-II-17;IV;14'100 couronnes;282 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-538-005;archives;Contrat de prêt bancaire;UBI ↔ Arthas;Prêt bancaire pour avance d'exécution liée au contrat AL-IV-538-002 : alliance industrielle pour produire des pièces de baliste sous couvert de réparation navale;;538-XI-09;539-II-17;IV;7'050 couronnes;282 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
EX-IV-539-007;archives;Contrat d'exclusivité;Arthas ↔ Il-Irion;Réservation de matrices de sceaux consulaires, poinçons de douane et clefs de coffres de transit;;539-I-10;539-II-04;IV;18'850 couronnes;377 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
TR-IV-539-008;archives;Contrat de transport;Palyr ↔ Il-Irion;Transport sans pavillon de coffres, cartes côtières et lingots destinés à un port aquiléen;;539-II-20;539-IV-11;IV;13'300 couronnes;266 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-II-539-004;archives;Contrat commercial;Arthas ↔ Il-Irion;Achat de pièces d'horlogerie, ressorts fins et cadrans d'émail;;539-VI-15;539-VIII-18;II;12'650 couronnes;253 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
EP-IV-539-006;archives;Contrat d'exploitation;Palyr ↔ Arthas;Extraction discrète de minerai noir, utile aux plaques d'armure et aux poudres de scellement interdites;;539-VIII-06;539-X-06;IV;19'150 couronnes;383 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
SE-I-539-001;archives;Contrat de service;Ther-Félis ↔ Il-Irion;Réparation de pontons, cales et rampes de chargement;;539-IX-13;539-X-09;I;2'450 couronnes;49 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PR-I-539-003;archives;Contrat de protection;Palyr ↔ Il-Irion;Escorte de lingots entre forge et comptoir bancaire;;539-XI-05;539-XII-25;I;5'750 couronnes;115 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PR-I-539-002;archives;Contrat de protection;Il-Irion ↔ Sfaal;Escorte de ballots précieux pendant une foire;;539-XII-19;539-XII-16;I;3'250 couronnes;65 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
AL-IV-539-005;archives;Contrat d'alliance;Arthas ↔ Il-Irion;Alliance industrielle pour produire des pièces de baliste sous couvert de réparation navale;;539-XII-27;540-I-26;IV;18'950 couronnes;379 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-539-009;archives;Contrat de prêt bancaire;UBI ↔ Arthas;Prêt bancaire pour avance d'exécution liée au contrat AL-IV-539-005 : alliance industrielle pour produire des pièces de baliste sous couvert de réparation navale;;539-XII-27;540-I-26;IV;9'475 couronnes;379 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
CH-IV-539-010;archives;Charte de forge;Conseil des Oblats ↔ Arthas;Charge exclusive d'Arthas pour la forge et la fourniture des armes des Cinq Cités;;539-XII-28;539-XII-28;IV;20'000 couronnes;400 couronnes;Enregistré, en vigueur, classé;registre_UBI_Contrats_archives.md
PB-IV-540-009;archives;Contrat de prêt bancaire;UBI ↔ Sfaal;Prêt bancaire pour avance d'exécution liée au contrat SE-IV-540-006 : copie nocturne de registres de vote, mandats de saisie et correspondances avec des agents tchélènes;;540-I-12;540-VI-04;IV;8'400 couronnes;336 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
SE-IV-540-006;archives;Contrat de service;Sfaal ↔ Palyr;Copie nocturne de registres de vote, mandats de saisie et correspondances avec des agents tchélènes;;540-I-12;540-VI-04;IV;16'800 couronnes;336 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
EP-I-540-001;archives;Contrat d'exploitation;Sfaal ↔ Arthas;Exploitation d'un filon de fer pauvre pour essais de forge;;540-II-24;540-V-22;I;3'650 couronnes;73 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-540-010;archives;Contrat de prêt bancaire;UBI ↔ Sfaal;Prêt bancaire pour avance d'exécution liée au contrat TR-IV-540-005 : transport sans pavillon de coffres, cartes côtières et lingots destinés à un port aquiléen;;540-III-27;540-VI-03;IV;7'050 couronnes;282 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
TR-IV-540-005;archives;Contrat de transport;Sfaal ↔ Arthas;Transport sans pavillon de coffres, cartes côtières et lingots destinés à un port aquiléen;;540-III-27;540-VI-03;IV;14'100 couronnes;282 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
EP-IV-540-007;archives;Contrat d'exploitation;Ther-Félis ↔ Arthas;Extraction discrète de minerai noir, utile aux plaques d'armure et aux poudres de scellement interdites;;540-VIII-07;540-IX-06;IV;17'300 couronnes;346 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-II-540-003;archives;Contrat commercial;Sfaal ↔ Palyr;Achat de blocs de granit poli, seuils sculptés et marches taillées;;540-VIII-20;540-XI-24;II;12'900 couronnes;258 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
DE-IV-540-004;archives;Contrat de dette;Palyr ↔ Il-Irion;Avance bancaire dissimulée pour solder une rançon militaire et éviter la publication d'ordres contradictoires;;540-XI-20;541-I-09;IV;17'600 couronnes;352 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
TR-IV-541-001;archives;Contrat de transport;Palyr ↔ Il-Irion;Transport sans pavillon de coffres, cartes côtières et lingots destinés à un port aquiléen;;541-II-02;541-V-21;IV;17'900 couronnes;358 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
DE-IV-541-002;archives;Contrat de dette;Palyr ↔ Ther-Félis;Avance bancaire dissimulée pour solder une rançon militaire et éviter la publication d'ordres contradictoires;;541-IV-10;541-V-04;IV;13'400 couronnes;268 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
DF-IV-541-004;archives;Contrat de défense;Ther-Félis ↔ Palyr;Transfert secret de lames de siège, ressorts d'arbalètes lourdes et plans de tour mobile vers un relais proche de la Styrgie;;541-IV-18;541-VI-19;IV;13'700 couronnes;274 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-541-005;archives;Contrat de prêt bancaire;UBI ↔ Ther-Félis;Prêt bancaire pour avance d'exécution liée au contrat DF-IV-541-004 : transfert secret de lames de siège, ressorts d'arbalètes lourdes et plans de tour mobile vers un relais proche de la Styrgie;;541-IV-18;541-VI-19;IV;6'850 couronnes;274 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
PR-IV-541-003;archives;Contrat de protection;Ther-Félis ↔ Sfaal;Protection de témoins militaires avant effacement d'un dépôt d'armes non déclaré;;541-IV-25;541-IX-05;IV;16'500 couronnes;330 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-542-012;archives;Contrat de prêt bancaire;UBI ↔ Arthas;Prêt bancaire pour avance d'exécution liée au contrat PR-IV-542-005 : protection de témoins militaires avant effacement d'un dépôt d'armes non déclaré;;542-III-20;542-IV-03;IV;6'050 couronnes;242 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
PR-IV-542-005;archives;Contrat de protection;Arthas ↔ Palyr;Protection de témoins militaires avant effacement d'un dépôt d'armes non déclaré;;542-III-20;542-IV-03;IV;12'100 couronnes;242 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
RD-III-542-003;archives;Reconnaissance de dette;Grandes maisons Il-Irion ↔ Ther-Félis;"Prêt parallèle hors consolidation ; ~22 000 couronnes ; taux 12 % (+4 pt vs tarif affiché)";;542-IV-06;542-IV-06;III;22'000 couronnes;0 couronne;Enregistré, classé;registre_UBI_Contrats_archives.md
CP-III-542-002;archives;Correspondance compromettante;Dame Lysara Valdris ↔ Capitaine Thoren Blackwater;Lettre de chantage révélant un trafic d'alcool de contrebande et exigeant 30% des bénéfices;;542-IV-28;542-IV-28;III;0 couronne;0 couronne;Enregistré, classé;registre_UBI_Contrats_archives.md
CP-III-542-001;archives;Correspondance compromettante;Dame Lysara Valdris ↔ Dame Elara Thornwood;Lettre de chantage révélant un adultère et exigeant un vote favorable au conseil de l'UBI;;542-V-12;542-V-12;III;0 couronne;0 couronne;Enregistré, classé;registre_UBI_Contrats_archives.md
EC-I-542-002;archives;Contrat d'exclusivité;Sfaal ↔ Il-Irion;Priorité sur bois de chêne sec pour coffres;;542-V-17;542-VI-13;I;6'800 couronnes;136 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
CO-IV-542-008;archives;Contrat commercial;Palyr ↔ Arthas;Vente couverte de cristaux d'écoute, sels de narcose et fioles de mémoire à un courtier lié à Aquiléas;;542-VI-30;542-IX-14;IV;12'300 couronnes;246 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
PB-IV-542-010;archives;Contrat de prêt bancaire;UBI ↔ Ther-Félis;Prêt bancaire pour avance d'exécution liée au contrat TR-IV-542-006 : transport sans pavillon de coffres, cartes côtières et lingots destinés à un port aquiléen;;542-VIII-06;542-X-17;IV;9'275 couronnes;371 couronnes;Exécuté, remboursé, classé;registre_UBI_Contrats_archives.md
TR-IV-542-006;archives;Contrat de transport;Ther-Félis ↔ Arthas;Transport sans pavillon de coffres, cartes côtières et lingots destinés à un port aquiléen;;542-VIII-06;542-X-17;IV;18'550 couronnes;371 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
SE-I-542-001;archives;Contrat de service;Il-Irion ↔ Arthas;Transport administratif de liasses scellées entre comptoirs;;542-VIII-10;542-IX-10;I;4'900 couronnes;98 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_archives.md
EC-I-542-017;courant;Contrat d'exclusivité;Ther-Félis ↔ Il-Irion;Première offre sur des lots de cordages de port pendant deux mois;Marda Velyss (Ther-Félis);542-IX-06;542-XI-06;I;3'000 couronnes;60 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
SE-I-542-013;courant;Contrat de service;Palyr ↔ Sfaal;Vérification et remise en état de six balances de comptoir;Ilara Vandesse (Palyr);542-X-12;542-XI-06;I;1'200 couronnes;24 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
CO-I-542-014;courant;Contrat commercial;Sfaal ↔ Ther-Félis;Vente de caisses de clous, gonds et ferrures ordinaires;Jabren Feld (Sfaal);542-X-18;542-XI-08;I;1'800 couronnes;36 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
EN-I-542-016;courant;Convention d'entrepôt;Il-Irion ↔ Sfaal;Location d'une travée sèche pour charbon et outils de pesée;Tovan Ilmari (Il-Irion);542-X-19;542-XII-19;I;1'400 couronnes;28 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
TR-I-542-015;courant;Contrat de transport;Palyr ↔ Arthas;Transport de lampes de chantier et de mèches huilées;Orel Vant (Palyr);542-XI-03;542-XI-25;I;2'600 couronnes;52 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
CO-II-542-003;courant;Contrat commercial;Arthas ↔ Il-Irion;Fourniture de dalles de marbre veiné, colonnettes et chaux fine;Arthas ↔ Il-Irion;542-XII-01;;II;;;Courant;registre_UBI_Contrats_courant.md
CO-IV-542-007;courant;Contrat commercial;Arthas ↔ Ther-Félis;Vente couverte de cristaux d'écoute, sels de narcose et fioles de mémoire à un courtier lié à Aquiléas;Arthas ↔ Ther-Félis;542-XII-01;;IV;;;Courant;registre_UBI_Contrats_courant.md
SE-I-543-007;courant;Contrat de service;Il-Irion ↔ Palyr;Reliure de deux registres de quittances endommagés;Tovan Ilmari (Il-Irion);543-II-12;543-III-02;I;1'100 couronnes;22 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
CO-I-543-008;courant;Contrat commercial;Arthas ↔ Sfaal;Vente de manches d'outils et d'établis simples;Bastion Kharvek (Arthas);543-III-04;543-III-28;I;2'800 couronnes;56 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
EN-I-543-009;courant;Convention d'entrepôt;Ther-Félis ↔ Palyr;Location d'une cellule sèche pour ballots de toile et cordages;Odran Veyl (Ther-Félis);543-V-16;543-IX-16;I;1'700 couronnes;34 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
RD-III-543-004;courant;Avenant reconnaissance;Il-Irion ↔ Arthas;"Extension schéma 542 ; ~18 000 couronnes ; bénédiction Melian Torv";Conseil sortant UBI (Il-Irion);543-VI-03;;III;;;Courant;registre_UBI_Contrats_courant.md
CP-III-543-001;courant;Correspondance compromettante;Dame Lysara Valdris ↔ Maître Aldric Portmaster;Lettre de chantage révélant des surtaxes portuaires illégales et détournement de 1500 pièces d'or;Déposant anonyme (origine inconnue);543-VI-05;;III;;;Courant;registre_UBI_Contrats_courant.md
TR-I-543-006;courant;Contrat de transport;Ther-Félis ↔ Arthas;Transport de caisses de cordages, poulies et toiles de réparation;Odran Veyl (Ther-Félis);543-VI-18;543-VII-10;I;2'400 couronnes;48 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
SE-III-543-011;courant;Contrat de service;Ther-Félis ↔ Guilde des Ports Unis;Sous-traitance du transit fer Sfaal–Ther-Félis–Palyr ; redevance fixe 800 écus/an ; cadre 543–547;Jonn Halet (Ther-Félis);543-VI-22;547-VI-21;III;800 couronnes;16 couronnes;En vigueur;registre_UBI_Contrats_courant.md
DE-IV-543-012;courant;Contrat de dette;Il-Irion ↔ Arthas;Prêt bilatéral scellé privé de 50 000 écus ; intérêt 7 % ; routes continentales ; échéance 547;Odran Calev (Il-Irion);543-VIII-03;547-XI-30;IV;50'000 écus;1'000 écus;En vigueur;registre_UBI_Contrats_courant.md
DE-IV-543-011;courant;Contrat de dette;Il-Irion ↔ Ther-Félis;Prêt bilatéral scellé privé de 50 000 écus ; intérêt 7 % ; échéance 547;Odran Calev (Il-Irion);543-VIII-08;547-XI-30;IV;50'000 écus;1'000 écus;En vigueur;registre_UBI_Contrats_courant.md
EC-I-543-010;courant;Contrat d'exclusivité;Sfaal ↔ Arthas;Première offre sur des lots de charbon sec pendant quatre mois;Sorna Kelveg (Sfaal);543-VIII-21;543-XII-21;I;3'500 couronnes;70 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
DE-IV-543-005;courant;Contrat de dette;Palyr ↔ Arthas;Avance bancaire dissimulée pour solder une rançon militaire et éviter la publication d'ordres contradictoires;Palyr ↔ Arthas;543-XI-07;;IV;;;Courant;registre_UBI_Contrats_courant.md
DE-IV-543-001;courant;Contrat de dette;Il-Irion ↔ Ther-Félis;Avance bancaire dissimulée pour solder une rançon militaire et éviter la publication d'ordres contradictoires;Il-Irion ↔ Ther-Félis;543-XII-07;;IV;;;Courant;registre_UBI_Contrats_courant.md
SE-I-544-007;courant;Contrat de service;Ther-Félis ↔ Il-Irion;Tri de reçus de quai;Marda Velyss (Ther-Félis);544-II-07;544-II-25;I;950 couronnes;19 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
DF-IV-544-004;courant;Contrat de défense;Arthas ↔ Sfaal;Transfert secret de lames de siège, ressorts d'arbalètes lourdes et plans de tour mobile vers un relais proche de la Styrgie;Arthas ↔ Sfaal;544-III-03;;IV;;;Courant;registre_UBI_Contrats_courant.md
CO-I-544-006;courant;Contrat commercial;Sfaal ↔ Il-Irion;Vente de barres de fer doux pour coffres et ferrures de comptoir;Jabren Feld (Sfaal);544-IV-09;544-V-02;I;3'100 couronnes;62 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
PR-IV-544-005;courant;Contrat de protection;Il-Irion ↔ Ther-Félis;Protection de témoins militaires avant effacement d'un dépôt d'armes non déclaré;Il-Irion ↔ Ther-Félis;544-IV-15;;IV;;;Courant;registre_UBI_Contrats_courant.md
EN-I-544-009;courant;Convention d'entrepôt;Arthas ↔ Il-Irion;Location d'une alcôve d'entrepôt pour serrurerie civile;Bastion Kharvek (Arthas);544-V-02;544-IX-02;I;1'800 couronnes;36 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
CC-III-544-002;courant;Correspondance commerciale;Maître Halwen Rask (Staal) → chroniqueur;Complaisance éditoriale sur récit de chute du patriarche marchand Orrin Malet;Saisie réseau Sangs (Sangs de la Steppe);544-VI-21;;III;;;Courant;registre_UBI_Contrats_courant.md
AL-IV-544-001;courant;Contrat d'alliance;Il-Irion ↔ Palyr;Alliance industrielle pour produire des pièces de baliste sous couvert de réparation navale;Il-Irion ↔ Palyr;544-VIII-17;;IV;;;Courant;registre_UBI_Contrats_courant.md
EC-I-544-010;courant;Contrat d'exclusivité;Il-Irion ↔ Palyr;Première offre sur des coffrets de rangement;Ryliane Sorne (Il-Irion);544-IX-15;544-XII-15;I;3'200 couronnes;64 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
TR-I-544-008;courant;Contrat de transport;Palyr ↔ Sfaal;Transport de caisses de papier huilé et d'encre noire;Ilara Vandesse (Palyr);544-X-18;544-XI-08;I;2'100 couronnes;42 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
CO-II-545-001;courant;Contrat commercial;Sfaal ↔ Palyr;Fourniture de 10 tonnes d'acier pour 1 500 couronnes;Duc Thoren Forgefer (Sfaal);545-I-01;;II;;;Courant;registre_UBI_Contrats_courant.md
SE-I-545-009;courant;Contrat de service;Sfaal ↔ Il-Irion;Copie de bordereaux de pesée abîmés par l'humidité;Sorna Kelveg (Sfaal);545-II-11;545-II-28;I;1'250 couronnes;25 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
EC-I-545-008;courant;Contrat d'exclusivité;Palyr ↔ Ther-Félis;Première offre sur des lots de toile épaisse pendant six mois;Orel Vant (Palyr);545-III-14;545-IX-14;I;4'000 couronnes;80 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
CP-IV-545-013;courant;Correspondance compromettante;Dorian Marest ↔ Aquilea;Convention de financement de campagne UBI et échange de renseignements par billets séparés ; scellé privé;Dorian Marest (Ther-Félis);545-III-14;548-II-28;IV;18'500 couronnes;370 couronnes;En vigueur;registre_UBI_Contrats_courant.md
TR-I-545-011;courant;Contrat de transport;Il-Irion ↔ Sfaal;Transport de cire, registres vierges et plombs de scellement;Ryliane Sorne (Il-Irion);545-V-08;545-IX-01;I;2'300 couronnes;46 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
AL-IV-545-003;courant;Contrat d'alliance;Sfaal ↔ Il-Irion;Alliance industrielle pour produire des pièces de baliste sous couvert de réparation navale;Sfaal ↔ Il-Irion;545-VIII-02;;IV;;;Courant;registre_UBI_Contrats_courant.md
EN-I-545-012;courant;Convention d'entrepôt;Palyr ↔ Arthas;Location d'une réserve pour bois sec et chevilles;Ilara Vandesse (Palyr);545-VIII-03;545-XII-03;I;1'900 couronnes;38 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
PR-IV-545-002;courant;Contrat de protection;Il-Irion ↔ Arthas;Protection de témoins militaires avant effacement d'un dépôt d'armes non déclaré;Il-Irion ↔ Arthas;545-IX-25;;IV;;;Courant;registre_UBI_Contrats_courant.md
CO-I-545-010;courant;Contrat commercial;Ther-Félis ↔ Arthas;Vente de rouleaux de toile goudronnée pour ateliers civils;Odran Veyl (Ther-Félis);545-X-22;545-XI-15;I;2'700 couronnes;54 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
SE-IV-545-007;courant;Contrat de service;Palyr ↔ Ther-Félis;Copie nocturne de registres de vote, mandats de saisie et correspondances avec des agents tchélènes;Palyr ↔ Ther-Félis;545-X-27;;IV;;;Courant;registre_UBI_Contrats_courant.md
CC-II-545-004;courant;Correspondance commerciale;UBI → Ther-Félis;"Troisième relève de taux sur prêt parallèle ; non déposé au registre ouvert";Trésorerie sortante UBI (Il-Irion);545-XI-11;;II;;;Courant;registre_UBI_Contrats_courant.md
FL-III-545-002;courant;Fragment de lettre;Melian Torv → Palyr (initiale « L. »);"Prêts parallèles 542–543, relève 545 ; offre de fuite chiffrée à Palyr avant consolidation — pression sur Edorian";Saisie réseau Sangs (Sangs de la Steppe);545-XII-30;;III;;;Courant;registre_UBI_Contrats_courant.md
DE-II-546-001;courant;Contrat de dette;Il-Irion ↔ Palyr;Prêt de 2000 ducats pour chantiers navals et production d'armes;Seigneur Aldric Ventoss (Il-Irion);546-I-01;;II;;;Courant;registre_UBI_Contrats_courant.md
SE-I-546-011;courant;Contrat de service;Arthas ↔ Ther-Félis;Nettoyage et contrôle de coffres de dépôt;Marra Kesh (Arthas);546-II-09;546-II-27;I;1'000 couronnes;20 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
CO-I-546-012;courant;Contrat commercial;Palyr ↔ Il-Irion;Vente d'armoires de classement et de tables de tri;Orel Vant (Palyr);546-III-17;546-X-12;I;2'900 couronnes;58 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
AL-IV-546-005;courant;Contrat d'alliance;Palyr ↔ Ther-Félis;Alliance industrielle pour produire des pièces de baliste sous couvert de réparation navale;Palyr ↔ Ther-Félis;546-V-25;;IV;;;Courant;registre_UBI_Contrats_courant.md
MN-IV-546-001;courant;Contrat de mandat;Arthas ↔ Sfaal;Mandat secret donné à un prête-nom pour acheter vivres, étoffes et poudres au bénéfice d'une troupe non déclarée;Arthas ↔ Sfaal;546-VI-25;;IV;;;Courant;registre_UBI_Contrats_courant.md
TR-I-546-013;courant;Contrat de transport;Ther-Félis ↔ Palyr;Transport de ballots de toile et de cordage;Odran Veyl (Ther-Félis);546-VII-29;546-IX-18;I;2'400 couronnes;48 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
EN-I-546-010;courant;Convention d'entrepôt;Arthas ↔ Sfaal;Mise à disposition d'une travée sèche pour charbon et outils de forge;Bastion Kharvek (Arthas);546-VIII-07;546-XI-07;I;1'600 couronnes;32 couronnes;Exécuté, soldé, classé;registre_UBI_Contrats_courant.md
